"Species_name","Parvorder","Confidence","tips","column","value"
"Orcaella brevirostris","Odontoceti","2,2,3,3,2,3","Orcaella_brevirostris","Conf2","unclear/crepuscular"
"Orcaella brevirostris","Odontoceti","2,2,3,3,2,3","Orcaella_brevirostris","Conf3","cathemeral"
"Orcaella brevirostris","Odontoceti","2,2,3,3,2,3","Orcaella_brevirostris","Conf3","cathemeral"
"Orcaella brevirostris","Odontoceti","2,2,3,3,2,3","Orcaella_brevirostris","Conf3","nocturnal"
"Orcaella heinsohni","Odontoceti","2,2,1,2,2","Orcaella_heinsohni","Conf1","nocturnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf1","diurnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf1","diurnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf3","diurnal/cathemeral"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf4","diurnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf4","diurnal/cathemeral"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf4","diurnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf4","diurnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf4","diurnal"
"Orcinus orca","Odontoceti","4,3,1,4,4,1,4,5,4","Orcinus_orca","Conf5","diurnal"
"Peponocephala electra","Odontoceti","2,3,4,5,1","Peponocephala_electra","Conf1","diurnal"
"Peponocephala electra","Odontoceti","2,3,4,5,1","Peponocephala_electra","Conf2","nocturnal"
"Peponocephala electra","Odontoceti","2,3,4,5,1","Peponocephala_electra","Conf3","nocturnal"
"Peponocephala electra","Odontoceti","2,3,4,5,1","Peponocephala_electra","Conf4","nocturnal"
"Peponocephala electra","Odontoceti","2,3,4,5,1","Peponocephala_electra","Conf5","diurnal/cathemeral"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","nocturnal/crepuscular"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","nocturnal"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","cathemeral"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","cathemeral"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","nocturnal"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","nocturnal"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","nocturnal/crepuscular"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf3","cathemeral"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf4","diurnal/cathemeral"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf4","nocturnal/crepuscular"
"Phocoena phocoena","Odontoceti","3,3,4,3,3,4,3,3,4,3,3","Phocoena_phocoena","Conf4","nocturnal"
"Phocoena sinus","Odontoceti","3","Phocoena_sinus","Conf3","cathemeral/crepuscular"
"Phocoena spinipinnis","Odontoceti","2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf1","cathemeral"
"Phocoena spinipinnis","Odontoceti","2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf2","diurnal"
"Phocoena spinipinnis","Odontoceti","2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf2","diurnal"
"Phocoena spinipinnis","Odontoceti","2,2,1,2,2,0.5","Phocoena_spinipinnis","Conf2","nocturnal"
"Phocoenoides dalli","Odontoceti","2,3,3","Phocoenoides_dalli","Conf2","unclear/crepuscular"
"Phocoenoides dalli","Odontoceti","2,3,3","Phocoenoides_dalli","Conf3","cathemeral/crepuscular"
"Phocoenoides dalli","Odontoceti","2,3,3","Phocoenoides_dalli","Conf3","diurnal/crepuscular"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","nocturnal/crepuscular"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","nocturnal"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","cathemeral"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","diurnal"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","nocturnal"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","cathemeral"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","nocturnal/crepuscular"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf3","cathemeral"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4","diurnal/cathemeral"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4","cathemeral"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4","nocturnal"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4","cathemeral"
"Physeter macrocephalus","Odontoceti","3,4,3,4,4,3,3,3,3,3,4,3,4","Physeter_macrocephalus","Conf4","diurnal"
"Platanista gangetica","Odontoceti","3,3,2,3","Platanista_gangetica","Conf2","unclear/crepuscular"
"Platanista gangetica","Odontoceti","3,3,2,3","Platanista_gangetica","Conf3","cathemeral/crepuscular"
"Platanista gangetica","Odontoceti","3,3,2,3","Platanista_gangetica","Conf3","nocturnal"
"Platanista gangetica","Odontoceti","3,3,2,3","Platanista_gangetica","Conf3","nocturnal/crepuscular"
"Platanista minor","Odontoceti","3,1","Platanista_minor","Conf1","nocturnal"
"Platanista minor","Odontoceti","3,1","Platanista_minor","Conf3","nocturnal/crepuscular"
"Pontoporia blainvillei","Odontoceti","3,3,1,3,3","Pontoporia_blainvillei","Conf1","nocturnal"
"Pontoporia blainvillei","Odontoceti","3,3,1,3,3","Pontoporia_blainvillei","Conf3","nocturnal"
"Pontoporia blainvillei","Odontoceti","3,3,1,3,3","Pontoporia_blainvillei","Conf3","cathemeral"
"Pontoporia blainvillei","Odontoceti","3,3,1,3,3","Pontoporia_blainvillei","Conf3","nocturnal/crepuscular"
"Pontoporia blainvillei","Odontoceti","3,3,1,3,3","Pontoporia_blainvillei","Conf3","nocturnal/cathemeral"
"Pseudorca crassidens","Odontoceti","5,4, 4, 4","Pseudorca_crassidens","Conf4","diurnal"
"Pseudorca crassidens","Odontoceti","5,4, 4, 4","Pseudorca_crassidens","Conf4","diurnal"
"Pseudorca crassidens","Odontoceti","5,4, 4, 4","Pseudorca_crassidens","Conf4","diurnal"
"Pseudorca crassidens","Odontoceti","5,4, 4, 4","Pseudorca_crassidens","Conf5","diurnal"
"Sotalia fluviatilis","Odontoceti","3,2,2,3","Sotalia_fluviatilis","Conf2","unclear/crepuscular"
"Sotalia fluviatilis","Odontoceti","3,2,2,3","Sotalia_fluviatilis","Conf2","crepuscular"
"Sotalia fluviatilis","Odontoceti","3,2,2,3","Sotalia_fluviatilis","Conf3","diurnal"
"Sotalia fluviatilis","Odontoceti","3,2,2,3","Sotalia_fluviatilis","Conf3","cathemeral"
"Sotalia guianensis","Odontoceti","3,2,2,2,2","Sotalia_guianensis","Conf2","unclear/crepuscular"
"Sotalia guianensis","Odontoceti","3,2,2,2,2","Sotalia_guianensis","Conf2","unclear/crepuscular"
"Sotalia guianensis","Odontoceti","3,2,2,2,2","Sotalia_guianensis","Conf2","nocturnal"
"Sotalia guianensis","Odontoceti","3,2,2,2,2","Sotalia_guianensis","Conf3","cathemeral"
"Sousa chinensis","Odontoceti","3,3,3,3,2,3","Sousa_chinensis","Conf3","nocturnal"
"Sousa chinensis","Odontoceti","3,3,3,3,2,3","Sousa_chinensis","Conf3","nocturnal"
"Sousa chinensis","Odontoceti","3,3,3,3,2,3","Sousa_chinensis","Conf3","nocturnal/crepuscular"
"Sousa chinensis","Odontoceti","3,3,3,3,2,3","Sousa_chinensis","Conf3","cathemeral"
"Sousa chinensis","Odontoceti","3,3,3,3,2,3","Sousa_chinensis","Conf3","nocturnal"
"Sousa chinensis","Odontoceti","3,3,3,3,2,3","Sousa_chinensis","Conf3","nocturnal"
"Sousa plumbea","Odontoceti","3,3,2","Sousa_plumbea","Conf2","unclear/crepuscular"
"Sousa plumbea","Odontoceti","3,3,2","Sousa_plumbea","Conf3","nocturnal"
"Sousa plumbea","Odontoceti","3,3,2","Sousa_plumbea","Conf3","nocturnal/crepuscular"
"Sousa teuszii","Odontoceti","2,3,2","Sousa_teuszii","Conf3","nocturnal"
"Stenella attenuata","Odontoceti","2,4,4,4,3,1,4","Stenella_attenuata","Conf1","diurnal"
"Stenella attenuata","Odontoceti","2,4,4,4,3,1,4","Stenella_attenuata","Conf3","nocturnal"
"Stenella attenuata","Odontoceti","2,4,4,4,3,1,4","Stenella_attenuata","Conf4","nocturnal"
"Stenella attenuata","Odontoceti","2,4,4,4,3,1,4","Stenella_attenuata","Conf4","nocturnal"
"Stenella attenuata","Odontoceti","2,4,4,4,3,1,4","Stenella_attenuata","Conf4","nocturnal/crepuscular"
"Stenella attenuata","Odontoceti","2,4,4,4,3,1,4","Stenella_attenuata","Conf4","nocturnal"
"Stenella clymene","Odontoceti","1,1,2,1,2,1,1","Stenella_clymene","Conf1","nocturnal"
"Stenella clymene","Odontoceti","1,1,2,1,2,1,1","Stenella_clymene","Conf1","diurnal"
"Stenella clymene","Odontoceti","1,1,2,1,2,1,1","Stenella_clymene","Conf1","diurnal"
"Stenella clymene","Odontoceti","1,1,2,1,2,1,1","Stenella_clymene","Conf1","nocturnal"
"Stenella clymene","Odontoceti","1,1,2,1,2,1,1","Stenella_clymene","Conf1","nocturnal"
"Stenella coeruleoalba","Odontoceti","2,3,3,3,1","Stenella_coeruleoalba","Conf1","nocturnal"
"Stenella coeruleoalba","Odontoceti","2,3,3,3,1","Stenella_coeruleoalba","Conf3","nocturnal"
"Stenella coeruleoalba","Odontoceti","2,3,3,3,1","Stenella_coeruleoalba","Conf3","nocturnal"
"Stenella coeruleoalba","Odontoceti","2,3,3,3,1","Stenella_coeruleoalba","Conf3","nocturnal"
"Stenella frontalis","Odontoceti","2,2,3","Stenella_frontalis","Conf2","nocturnal"
"Stenella frontalis","Odontoceti","2,2,3","Stenella_frontalis","Conf2","diurnal"
"Stenella frontalis","Odontoceti","2,2,3","Stenella_frontalis","Conf3","nocturnal"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf1","nocturnal"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf2","nocturnal/cathemeral"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf2","nocturnal"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf2","nocturnal"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf3","nocturnal/crepuscular"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf3","nocturnal"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf4","nocturnal"
"Stenella longirostris","Odontoceti","4,2,2,4,2,3,3,2,1","Stenella_longirostris","Conf4","nocturnal"
"Steno bredanensis","Odontoceti","4,2,2,4 ","Steno_bredanensis","Conf2","nocturnal"
"Steno bredanensis","Odontoceti","4,2,2,4 ","Steno_bredanensis","Conf2","nocturnal"
"Steno bredanensis","Odontoceti","4,2,2,4 ","Steno_bredanensis","Conf4","nocturnal/crepuscular"
"Steno bredanensis","Odontoceti","4,2,2,4 ","Steno_bredanensis","Conf4","nocturnal/crepuscular"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf1","diurnal"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf1","diurnal"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf2","unclear/crepuscular"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf3","nocturnal"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf3","nocturnal/crepuscular"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf4","nocturnal"
"Tursiops aduncus","Odontoceti","5,3,3,2,2,4,2,1,1,2","Tursiops_aduncus","Conf5","diurnal"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf2","unclear/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf2","nocturnal"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf2","unclear/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3","nocturnal/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3","diurnal"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3","cathemeral"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3","cathemeral"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf3","diurnal/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5","diurnal"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5","diurnal"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5","diurnal"
"Tursiops truncatus","Odontoceti","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4","cathemeral"
"Ziphius cavirostris","Odontoceti","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4","cathemeral"
