"tips","max_crep","Diel_Pattern","Order","Family","AdultBodyMass_g","AdultHeadBodyLen_mm","DietBreadth","HabitatBreadth","HomeRange_km2","SocialGrpSize","Terrestriality","TrophicLevel","GR_Area_km2","GR_MidRangeLat_dd","GR_MaxLat_dd","GR_MinLat_dd","GR_MaxLong_dd","GR_MinLong_dd","GR_MidRangeLong_dd","Orbit_ratio","Species_name","min_lat","max_lat","mean_lat"
"Muntiacus_feae","diurnal","diurnal","Artiodactyla","Cervidae",21999.99,NA,4,NA,NA,NA,NA,2,14346.43,15.02,16.39,13.64,98.87,97.86,98.37,NA,"Muntiacus feae",8.48103559300006,16.7004355930001,12.5907355930001
"Muntiacus_gongshanensis","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",18590.01,NA,4,NA,NA,NA,NA,2,170.54,28.59,29.65,27.52,98.85,96.25,97.55,NA,"Muntiacus gongshanensis",24.9344355920001,30.570135593,27.7522855925
"Muntiacus_montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muntiacus montanus",-5.47126440799997,5.46113559300005,-0.00506440749995818
"Muntiacus_muntjak","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",17611.59,994.99,3,NA,NA,NA,NA,1,7321434.07,11.79,32.36,-8.78,119.66,72.05,95.86,0.906456443439768,"Muntiacus muntjak",-8.96136440699996,9.33643559300003,0.187535593000035
"Muntiacus_puhoatensis",NA,NA,"Artiodactyla","Cervidae",NA,NA,NA,NA,NA,NA,NA,NA,1860.05,19.46,19.69,19.24,105.08,104.63,104.86,NA,"Muntiacus puhoatensis",19.5788355930001,19.833535592,19.7061855925
"Muntiacus_putaoensis",NA,NA,"Artiodactyla","Cervidae",NA,NA,NA,NA,NA,NA,NA,NA,42695.33,26.72,27.89,25.55,98.61,95.97,97.29,NA,"Muntiacus putaoensis",23.6481355920001,28.3675355930001,26.0078355925001
"Muntiacus_reevesi","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",13499.94,NA,2,NA,0.12,NA,NA,1,1767640.73,27.17,34.11,20.22,122.13,104.67,113.4,NA,"Muntiacus reevesi",20.2289355917043,57.5970517931058,38.9129936924051
"Muntiacus_rooseveltorum",NA,NA,"Artiodactyla","Cervidae",10762.64,NA,NA,NA,NA,NA,NA,NA,7016.69,19.4,19.91,18.88,104.26,103.55,103.91,NA,"Muntiacus rooseveltorum",13.805935592,24.7435355920001,19.274735592
"Muntiacus_truongsonensis",NA,NA,"Artiodactyla","Cervidae",NA,NA,NA,NA,NA,NA,NA,NA,10016.59,15.77,16.51,15.03,107.65,106.86,107.26,NA,"Muntiacus truongsonensis",13.805935592,24.7435355920001,19.274735592
"Muntiacus_vaginalis","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muntiacus vaginalis",5.91753559200004,33.2271355930001,19.5723355925001
"Muntiacus_vuquangensis","diurnal","diurnal","Artiodactyla","Cervidae",36690.82,NA,NA,NA,NA,NA,NA,NA,55431.64,15.99,18.54,13.43,107.71,104.22,105.96,NA,"Muntiacus vuquangensis",10.980035593,19.392135592,15.1860855925
"Naemorhedus_baileyi","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",28863.45,1040,NA,NA,NA,NA,NA,NA,105198.47,26.94,29.24,24.64,100.08,96.87,98.47,NA,"Naemorhedus baileyi",27.0399317893207,30.8631843638673,28.951558076594
"Naemorhedus_caudatus","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",26999.99,NA,NA,NA,NA,NA,NA,NA,757390.24,42.04,49.62,34.47,138.78,109.66,124.22,NA,"Naemorhedus caudatus",36.2892312781011,48.2364355929283,42.2628334355147
"Naemorhedus_goral","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",28796.51,1060,2,1,NA,NA,1,1,353466.24,31.24,35.69,26.78,95.96,71.88,83.92,NA,"Naemorhedus goral",26.755435592,35.772135593,31.2637855925
"Naemorhedus_griseus","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,NA,NA,NA,1912280.46,28.95,35.44,22.46,119.64,84.34,101.99,NA,NA,NA,NA,NA
"Nanger_dama","nocturnal","nocturnal","Artiodactyla","Bovidae",71424.81,1462.78,1,1,NA,1,1,1,1593778.59,20.22,28.23,12.21,33.87,-9.02,12.42,NA,"Nanger dama",14.0875355920001,30.0765988910001,22.0820672415001
"Nanger_granti","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",55464.46,1529.99,2,1,NA,NA,1,1,963156.39,0.28,8.32,-7.75,42.35,33.54,37.94,NA,"Nanger granti",-7.96866440699995,5.87443559200005,-1.04711440749995
"Nanger_soemmerringii","diurnal","diurnal","Artiodactyla","Bovidae",41582.93,1360,NA,1,NA,NA,1,NA,1089492.28,9.81,18.79,0.83,51.14,33.73,42.44,NA,"Nanger soemmerringii",4.78613559300004,17.8664355930001,11.3262855930001
"Neophocaena_asiaeorientalis","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neophocaena asiaeorientalis",22.6665997700001,40.9529457100001,31.8097727400001
"Neophocaena_phocaenoides","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neophocaena phocaenoides",-7.61384607399998,30.5183430020001,11.452248464
"Neophocaena_sunameri","diurnal","diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neotragus_batesi","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",2967.45,540,4,1,NA,NA,1,1,1089948.06,1.99,8.02,-4.03,30.92,6.03,18.47,NA,"Neotragus batesi",-4.24676440799993,5.88873559300004,0.820985592500051
"Neotragus_pygmaeus","nocturnal","nocturnal","Artiodactyla","Bovidae",3913.68,499.99,4,NA,NA,2,NA,1,426515.09,6.81,9.27,4.35,0.13,-13.32,-6.59,NA,"Neotragus pygmaeus",4.35313559300005,9.80803559300006,7.08058559300005
"Nesotragus_moschatus","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",5639.01,599.99,5,1,NA,1.5,1,1,1612115.59,-13.29,2.16,-28.74,40.84,30.22,35.53,NA,"Nesotragus moschatus",-28.2229644069999,0.411235593000072,-13.9058644069999
"Nilgiritragus_hylocrius","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",74186.41,1385,2,1,NA,NA,1,1,2109.89,9.95,11.46,8.44,77.57,76.42,76.99,NA,"Nilgiritragus hylocrius",8.44373559300004,11.4617355930001,9.95273559300006
"Odocoileus_hemionus","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",84560.57,1516.5,2,1,2.01,NA,1,1,6310738.18,41.77,62.28,21.27,-96.52,-149.44,-122.98,0.907943140719666,"Odocoileus hemionus",21.2715355930001,62.2811355920001,41.7763355925001
"Odocoileus_virginianus","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",75901.25,1513.69,4,1,1.99,2.25,1,1,14446002.22,21.89,61.76,-17.98,-49.87,-130.91,-90.39,0.898134591078681,"Odocoileus virginianus",-17.981699028,61.7698496080001,21.89407529
"Okapia_johnstoni","diurnal","diurnal","Artiodactyla","Giraffidae",230001.14,2000,1,1,4.63,1,1,1,1105797.06,-1.57,5.13,-8.28,30.73,18.12,24.43,0.906406776949937,"Okapia johnstoni",-3.03668212899993,3.88749980900008,0.425408840000074
"Orcaella_brevirostris","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orcaella brevirostris",-8.78061775699996,25.811723692,8.51555296750004
"Orcaella_heinsohni","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orcaella heinsohni",-22.693011241,-3.55262006299995,-13.122815652
"Orcinus_orca","diurnal","diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orcinus orca",-85.582763631,82.3946871689999,-1.59403823100005
"Oreamnos_americanus","nocturnal","nocturnal","Artiodactyla","Bovidae",72105.4,1297.33,2,1,18.17,3,1,1,1137827.98,54.06,64.61,43.51,-110.18,-151.99,-131.08,NA,"Oreamnos americanus",37.265335592784,63.2601355934395,50.2627355931118
"Oreotragus_oreotragus","diurnal","diurnal","Artiodactyla","Bovidae",13486.55,824.99,4,1,NA,2,1,1,5375303.33,-7.77,19.29,-34.83,50.9,7.62,29.26,NA,"Oreotragus oreotragus",-34.839764407,20.0004355930001,-7.41966440699994
"Oryx_beisa","diurnal","diurnal","Artiodactyla","Bovidae",200576.52,NA,NA,NA,NA,NA,NA,NA,1255430.97,6.35,18.42,-5.72,51.41,33.12,42.26,NA,"Oryx beisa",-5.64786440799998,13.1225355920001,3.73733559200005
"Oryx_dammah","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",199798.95,1910,5,1,NA,30,1,1,214297.23,16.24,18.51,13.98,21.38,9.17,15.28,NA,"Oryx dammah",12.3354308615323,36.4654825033462,24.4004566824392
"Oryx_gazella","diurnal","diurnal","Artiodactyla","Bovidae",188404.45,1615,5,1,NA,20,1,1,4613581.92,-8.27,18.29,-34.83,51.11,11.71,31.41,0.905841442985718,"Oryx gazella",-33.256164407,-17.170364407,-25.213264407
"Oryx_leucoryx","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",75788.24,NA,5,1,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Oryx leucoryx",18.53511,31.1677800000001,24.851445
"Ourebia_ourebi","diurnal","diurnal","Artiodactyla","Bovidae",17186.09,1160,3,1,NA,2,1,1,8258056.75,-8.62,16.53,-33.77,45.53,-15.07,15.23,NA,"Ourebia ourebi",-33.7352186369999,16.2892355930001,-8.72299152199994
"Ovibos_moschatus","cathemeral","cathemeral","Artiodactyla","Bovidae",312500,NA,2,1,NA,12.5,1,1,1615605.88,71.68,83.62,59.74,-12.49,-168.12,-90.31,NA,"Ovibos moschatus",55.9070789297489,83.634100652823,69.7705897912859
"Ovis_ammon","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",113998.72,1585,2,1,4.59,NA,1,1,10939816.94,41.17,55.79,26.55,125.74,29.01,77.38,NA,"Ovis ammon",27.2744355931281,51.3781588767308,39.3262972349295
"Ovis_aries","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",39097.89,1297.23,2,NA,NA,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ovis_canadensis","cathemeral","cathemeral","Artiodactyla","Bovidae",74644.87,1565.5,2,1,18.94,NA,1,1,2457850.19,40.48,57.15,23.82,-101.6,-123.9,-112.75,NA,"Ovis canadensis",24.5293355925636,54.4208355931881,39.4750855928759
"Ovis_dalli","diurnal","diurnal","Artiodactyla","Bovidae",70194.13,1415.02,2,1,10.15,9.5,1,1,1014237.16,60.59,69.14,52.03,-118.87,-164.06,-141.47,0.903379294425493,"Ovis dalli",55.5422355921989,69.4675355925936,62.5048855923962
"Ovis_gmelini","crepuscular","cathemeral/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ovis gmelini",26.5572410030699,40.1760381898106,33.3666395964403
"Ovis_nivicola","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",90000,NA,NA,NA,NA,NA,NA,NA,1645753.65,61.16,70.76,51.56,179.99,-179.99,-0.000284268,NA,"Ovis nivicola",51.7751355930001,72.1234355930001,61.9492855930001
"Ovis_orientalis","crepuscular","cathemeral/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ovis_vignei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ovis vignei",24.8092355931482,45.7943355934129,35.3017855932806
"Ozotoceros_bezoarticus","cathemeral","cathemeral","Artiodactyla","Cervidae",34620.4,1224.74,3,1,6.16,3.5,1,1,3649669.28,-21.88,-7.21,-36.56,-40.94,-66.51,-53.73,NA,"Ozotoceros bezoarticus",-39.1698928819999,-6.04582533699994,-22.6078591094999
"Pantholops_hodgsonii","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",32733.12,NA,NA,NA,NA,NA,NA,NA,1113531.45,32.83,36.73,28.92,99.29,80.73,90.01,NA,"Pantholops hodgsonii",29.2491531810001,37.426111909,33.337632545
"Pecari_tajacu","crepuscular","diurnal/crepuscular","Artiodactyla","Tayassuidae",21133.69,889.34,5,1,1.37,20,1,1,15771441.38,0.14,35.07,-34.78,-34.79,-114.45,-74.62,0.887824581465107,"Pecari tajacu",-34.8169556239999,35.0746387040001,0.128841540000053
"Pelea_capreolus","diurnal","diurnal","Artiodactyla","Bovidae",22731.33,NA,2,1,NA,10.25,1,1,866217.26,-28.71,-22.59,-34.83,31.75,16.92,24.34,NA,"Pelea capreolus",-34.839764407,-23.1231644069999,-28.9814644069999
"Peponocephala_electra","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peponocephala electra",-34.419611941,36.4103742,0.995381129500032
"Phacochoerus_aethiopicus","diurnal","diurnal","Artiodactyla","Suidae",75607.52,NA,4,1,1.35,2,1,1,851932.22,4.71,11.49,-2.05,46.38,34.47,40.42,NA,"Phacochoerus aethiopicus",-3.98016099999995,11.296453,3.65814600000004
"Phacochoerus_africanus","crepuscular","diurnal/crepuscular","Artiodactyla","Suidae",82499.99,1355.54,1,NA,1.55,NA,NA,1,11093470.88,-6.61,18.77,-32,44.87,-17.53,13.66,NA,"Phacochoerus africanus",-34.214511871,18.3033780000001,-7.95556693549995
"Philantomba_maxwellii","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",8557.69,845.23,7,1,NA,1.95,1,2,1214155.52,9.1,13.85,4.35,6.79,-16.82,-5.01,NA,"Philantomba maxwellii",4.35313559300005,13.858435592,9.10578559250004
"Philantomba_monticola","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",4896.05,692.3,3,1,NA,1.9,1,2,6552145.69,-12.45,9.54,-34.44,40.52,5.92,23.22,NA,"Philantomba monticola",-34.3584644069999,9.14303559300004,-12.6077144069999
"Philantomba_walteri","crepuscular","cathemeral/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philantomba walteri",4.50517057600007,10.3646524910001,7.43491153350007
"Phocoena_dioptrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phocoena dioptrica",-63.73048697,-25.6893534189999,-44.7099201944999
"Phocoena_phocoena","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phocoena phocoena",14.7910004779966,79.7664828174205,47.2787416477086
"Phocoena_sinus","crepuscular","cathemeral/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phocoena sinus",30.0957031248993,31.7645263672981,30.9301147460987
"Phocoena_spinipinnis","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phocoena spinipinnis",-56.0247226349999,-5.67120787699997,-30.847965256
"Phocoenoides_dalli","crepuscular","cathemeral/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phocoenoides dalli",29.2441322770001,62.6856574000001,45.9648948385001
"Physeter_macrocephalus","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physeter macrocephalus",-83.0205078129852,75.6724853507184,-3.67401123113336
"Platanista_gangetica","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platanista gangetica",20.1435033113288,30.2405902350513,25.1920467731901
"Platanista_minor","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platanista minor",25.2988232711771,32.6431760572293,28.9709996642032
"Pontoporia_blainvillei","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pontoporia blainvillei",-42.069058964,-18.422426198,-30.245742581
"Porcula_salvania","diurnal","diurnal","Artiodactyla","Suidae",7974.13,599.66,4,1,0.15,5,1,2,25728.78,26.7,27.06,26.33,93.44,87.93,90.69,NA,"Porcula salvania",26.6199355928534,26.8375355928933,26.7287355928734
"Potamochoerus_larvatus","nocturnal","nocturnal","Artiodactyla","Suidae",69063.79,NA,7,1,4.47,8,1,2,5892226.64,-10.37,13.69,-34.44,46.08,13.07,29.57,NA,"Potamochoerus larvatus",-34.440564407,13.6963355930001,-10.3721144069999
"Potamochoerus_porcus","nocturnal","nocturnal","Artiodactyla","Suidae",70000.31,1369.3,5,1,NA,10.56,1,2,5033216.84,2.71,13.53,-8.1,36.11,-16.82,9.64,NA,"Potamochoerus porcus",-8.07929640799995,13.5324355930001,2.72656959250006
"Procapra_gutturosa","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",28274.27,1243.28,1,1,NA,NA,1,1,322170.9,45.77,49.45,42.09,117.77,91.47,104.62,NA,"Procapra gutturosa",42.1863355930001,50.3132355920001,46.2497855925001
"Procapra_picticaudata","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",23197.67,980,NA,NA,NA,NA,NA,NA,1936510.55,33.64,39.03,28.25,102.5,77.75,90.12,NA,"Procapra picticaudata",27.7803355930001,40.0706355930001,33.9254855930001
"Procapra_przewalskii","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",27499.99,NA,NA,NA,NA,NA,NA,NA,40688.43,37.06,37.9,36.23,102.63,99.5,101.06,NA,"Procapra przewalskii",36.3253765910001,37.4132661620001,36.8693213765001
"Pseudois_nayaur","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",52334.57,1299.99,2,1,NA,NA,1,1,3101839.68,34.44,41.55,27.33,111.28,75.32,93.3,NA,"Pseudois nayaur",26.851135593,40.013035593,33.432085593
"Pseudois_schaeferi",NA,NA,"Artiodactyla","Bovidae",29249.99,NA,NA,1,NA,NA,1,NA,61143.76,30.55,32.97,28.14,99.57,97.52,98.54,NA,NA,NA,NA,NA
"Pseudorca_crassidens","diurnal","diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudorca crassidens",-58.2307789909958,61.5051499089983,1.63718545900126
"Pseudoryx_nghetinhensis","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",97842.2,1750,2,NA,NA,1,NA,1,11820.15,17.64,19.53,15.74,107.71,104.07,105.89,NA,"Pseudoryx nghetinhensis",15.9787355930001,19.466935592,17.7228355925
"Pudu_mephistophiles","crepuscular","nocturnal/crepuscular","Artiodactyla","Cervidae",9599.96,NA,NA,NA,NA,NA,NA,NA,244304.21,-3.73,5.09,-12.56,-73.55,-79.28,-76.41,NA,"Pudu mephistophiles",-12.185564407,5.59993559300005,-3.29281440699995
"Pudu_puda","nocturnal","nocturnal","Artiodactyla","Cervidae",9642.62,NA,4,1,0.17,NA,1,1,223036.92,-43.69,-34.84,-52.55,-70.94,-74.3,-72.62,NA,"Pudu puda",-47.5855644069999,-35.4777644069999,-41.5316644069999
"Rangifer_tarandus","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",109088.5,2224.35,3,NA,2771.22,NA,NA,1,18376464.07,64.59,83.62,45.55,177.44,-168.12,4.65,NA,"Rangifer tarandus",-54.886440277,83.110618592,14.1120891575
"Raphicerus_campestris","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",11661.53,824.99,5,1,0.43,2,1,1,4930075.62,-16.61,1.61,-34.83,41.77,11.71,26.74,NA,"Raphicerus campestris",-34.839764407,0.841435593000028,-16.999164407
"Raphicerus_melanotis","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",10503.14,NA,2,1,NA,1.5,1,1,243785.08,-32.31,-29.78,-34.83,29.42,17.1,23.26,NA,"Raphicerus melanotis",-34.839764407,-30.152664407,-32.496214407
"Raphicerus_sharpei","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",9396.9,679.99,3,1,NA,1.5,1,1,2548307.11,-15.29,-3.42,-27.16,40.84,22.67,31.75,NA,"Raphicerus sharpei",-26.7981644069999,-3.36556440799995,-15.0818644074999
"Redunca_arundinum","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",58059.24,1505,2,1,NA,1.75,1,1,5149998.73,-16.58,-2.09,-31.07,40.84,11.12,25.98,NA,"Redunca arundinum",-31.0750644079999,-2.04556440799996,-16.560314408
"Redunca_fulvorufula","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",29352.66,1230,1,1,0.07,4.75,1,1,1134766.5,-12.32,9.55,-34.21,39.72,10.75,25.24,NA,"Redunca fulvorufula",-33.914664407,9.99023559300002,-11.962214407
"Redunca_redunca","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",43288.95,1150,1,1,NA,NA,1,1,6462304.59,2.21,16.27,-11.83,41.29,-17.4,11.94,NA,"Redunca redunca",-11.409864408,16.273935593,2.43203559250003
"Rucervus_duvaucelii","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",171223.86,1500,2,2,14.11,64.25,1,1,255737.11,25.76,29.44,22.08,93.68,77.22,85.45,NA,"Rucervus duvaucelii",22.0840355920001,30.321735592,26.2028855920001
"Rucervus_eldii","crepuscular","cathemeral/crepuscular","Artiodactyla","Cervidae",95471.61,1650,3,1,NA,NA,1,1,119941.73,18.86,25.34,12.38,109.95,93.14,101.55,NA,"Rucervus eldii",11.732235593,24.5432355940001,18.1377355935001
"Rucervus_schomburgki",NA,NA,"Artiodactyla","Cervidae",107626.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rupicapra_pyrenaica","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",29999.99,NA,NA,NA,NA,NA,NA,NA,13561.93,42.41,43.21,41.6,14.22,-6.73,3.74,NA,"Rupicapra pyrenaica",41.6221355923838,43.2375280211014,42.4298318067426
"Rupicapra_rupicapra","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",33266.35,NA,2,1,2.65,1,1,1,742756.93,43.5,51.33,35.66,47.08,5.29,26.19,NA,"Rupicapra rupicapra",38.4962369007121,51.1286355916589,44.8124362461855
"Rusa_alfredi","nocturnal","nocturnal","Artiodactyla","Cervidae",46475.04,NA,NA,NA,NA,NA,NA,NA,24504.78,10.48,11.94,9.03,123.56,121.84,122.7,NA,"Rusa alfredi",9.18233559200007,11.717335593,10.4498355925001
"Rusa_marianna","nocturnal","nocturnal","Artiodactyla","Cervidae",49457.61,1255,NA,NA,NA,NA,NA,NA,220497.9,12.1,18.65,5.55,126.6,116.93,121.76,NA,"Rusa marianna",5.55541658400006,18.580635591,12.0680260875
"Rusa_timorensis","nocturnal","nocturnal","Artiodactyla","Cervidae",66375.5,1634.99,2,NA,NA,NA,NA,1,132249.02,-7.36,-5.87,-8.84,115.71,105.2,110.46,NA,"Rusa timorensis",-8.78072261799997,-6.52233314499995,-7.65152788149996
"Rusa_unicolor","nocturnal","nocturnal","Artiodactyla","Cervidae",177522.9,2040,3,NA,NA,NA,NA,1,7050571.04,12.02,29.99,-5.94,122,72.5,97.25,NA,"Rusa unicolor",-5.94502782799998,33.7665355930001,13.9107538825
"Saiga_borealis",NA,NA,"Artiodactyla","Bovidae",NA,NA,NA,NA,NA,NA,NA,NA,125569.97,46.67,49,44.35,99.24,91.7,95.47,NA,NA,NA,NA,NA
"Saiga_tatarica","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",37734.01,1160,2,2,NA,27.5,2,1,2926916.31,46.47,51.61,41.32,90.5,41.49,65.99,NA,"Saiga tatarica",42.7453355914597,50.6072355933061,46.6762855923829
"Sotalia_fluviatilis","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sotalia fluviatilis",-10.9968564789489,2.5446435208475,-4.22610647905069
"Sotalia_guianensis","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sotalia guianensis",-28.0256900059999,17.5588151690001,-5.23343741849993
"Sousa_chinensis","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sousa chinensis",-8.88121213799997,26.8773988410001,8.99809335150005
"Sousa_plumbea","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sousa plumbea",-34.8748475671182,30.5183429719561,-2.17825229758105
"Sousa_sahulensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sousa sahulensis",-28.489119914,0.10715067700005,-14.1909846185
"Sousa_teuszii","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sousa teuszii",-16.1632531339999,23.916383743,3.87656530450005
"Stenella_attenuata","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenella attenuata",-41.0447496699999,43.5502419410001,1.25274613550008
"Stenella_clymene","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenella clymene",-32.58670559,41.0165759490001,4.21493517950006
"Stenella_coeruleoalba","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenella coeruleoalba",-49.647463941976,60.6971804179978,5.52485823801094
"Stenella_frontalis","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenella frontalis",-34.468734126,49.1737602910001,7.35251308250005
"Stenella_longirostris","nocturnal","nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenella longirostris",-34.5288070839999,41.3899726600001,3.43058278800007
"Steno_bredanensis","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steno bredanensis",-37.2621978879994,48.2998031909701,5.51880265148535
"Sus_ahoenobarbus","crepuscular","nocturnal/crepuscular","Artiodactyla","Suidae",NA,NA,NA,NA,NA,NA,NA,NA,108626.43,8.68,12.33,5.04,126.6,116.93,121.76,NA,"Sus ahoenobarbus",7.80166673700006,12.33133316,10.0664999485001
