"Species_name","min_lat","max_lat","tips","mean_lat"
"Muntiacus reevesi",20.2289355917043,57.5970517931058,"Muntiacus_reevesi",38.9129936924051
"Eudorcas thomsonii",-5.26326440699995,1.21863559300004,"Eudorcas_thomsonii",-2.02231440699995
"Lagenorhynchus obscurus",-55.290650888128,-8.21798721673662,"Lagenorhynchus_obscurus",-31.7543190524323
"Eubalaena glacialis",22.6248493193407,71.5981782469286,"Eubalaena_glacialis",47.1115137831347
"Capra walie",13.1296355923088,13.4591355923338,"Capra_walie",13.2943855923213
"Steno bredanensis",-37.2621978879994,48.2998031909701,"Steno_bredanensis",5.51880265148535
"Naemorhedus baileyi",27.0399317893207,30.8631843638673,"Naemorhedus_baileyi",28.951558076594
"Ovis vignei",24.8092355931482,45.7943355934129,"Ovis_vignei",35.3017855932806
"Rupicapra rupicapra",38.4962369007121,51.1286355916589,"Rupicapra_rupicapra",44.8124362461855
"Berardius arnuxii",-78.9528499636156,-23.1313435610428,"Berardius_arnuxii",-51.0420967623292
"Oryx dammah",12.3354308615323,36.4654825033462,"Oryx_dammah",24.4004566824392
"Balaenoptera ricei",26.7445858750381,30.1474895282192,"Balaenoptera_ricei",28.4460377016287
"Mesoplodon mirus",27.1790557144317,53.0451628481616,"Mesoplodon_mirus",40.1121092812967
"Ammotragus lervia",14.3244868362952,36.7336284687181,"Ammotragus_lervia",25.5290576525066
"Capricornis rubidus",21.5860355910356,28.2764355918281,"Capricornis_rubidus",24.9312355914319
"Phocoena sinus",30.0957031248993,31.7645263672981,"Phocoena_sinus",30.9301147460987
"Mesoplodon eueu",-45.298812838768,-23.5049494502788,"Mesoplodon_eueu",-34.4018811445234
"Capra ibex",42.0672982254328,47.7256558675243,"Capra_ibex",44.8964770464786
"Capra pyrenaica",36.381179307679,43.1618777718418,"Capra_pyrenaica",39.7715285397604
"Rupicapra pyrenaica",41.6221355923838,43.2375280211014,"Rupicapra_pyrenaica",42.4298318067426
"Sousa plumbea",-34.8748475671182,30.5183429719561,"Sousa_plumbea",-2.17825229758105
"Saiga tatarica",42.7453355914597,50.6072355933061,"Saiga_tatarica",46.6762855923829
"Platanista minor",25.2988232711771,32.6431760572293,"Platanista_minor",28.9709996642032
"Grampus griseus",-53.0917198559999,61.505149841,"Grampus_griseus",4.20671499250005
"Phocoena phocoena",14.7910004779966,79.7664828174205,"Phocoena_phocoena",47.2787416477086
"Oreamnos americanus",37.265335592784,63.2601355934395,"Oreamnos_americanus",50.2627355931118
"Tayassu pecari",-33.5568915384137,19.4605355918441,"Tayassu_pecari",-7.04817797328479
"Bos javanicus",-8.94828527524521,27.2044628988438,"Bos_javanicus",9.12808881179927
"Delphinus delphis",-51.3945897241364,62.6856355928084,"Delphinus_delphis",5.64552293433599
